,RT,m/z,Polarity,Area (Max.),ID,molec_class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),mean,is_id,C,unsat,C_cat,unsat_cat
1809,17.668,469.38876,+,1198053.397,,,6,1061140.618,1055152.241,1078267.58,1014792.442,1198053.397,1106124.622,,False,,,,
1810,17.669,444.33124,+,6135414.032,,,6,4999947.9,4002722.749,6135414.032,4690353.861,4363410.635,4809430.834,,False,,,,
1811,17.67,820.2666,+,618265.357,,,1,618265.357,248773.474,433131.8835,174024.7171,307552.5825,319803.2575,,False,,,,
1812,17.671,554.46234,+,3741467.901,,,6,3741467.901,3107824.589,2598757.22,2626894.036,3093518.853,3005171.575,,False,,,,
1813,17.685,740.48657,+,4089682.355,PC[OH] OH-32:5,PC[OH],1,1623714.441,1296075.281,4089682.355,2097522.14,1744548.322,2005955.159,,True,32.0,5.0,32.0,5.0
1814,17.687,716.60333,+,3453802.471,,,5,3306685.07,3066276.122,3453802.471,2987316.652,3014849.443,2761526.556,,False,,,,
1815,17.688,762.24518,+,58549497.58,,,6,58116398.19,44596255.2,48488016.21,44798788.7,49374907.12,58549497.58,,False,,,,
1816,17.688,223.06381,+,23550560.16,,,2,2682473.799,11316157.52,7313169.808,14105608.6,18894649.76,23550560.16,,False,,,,
1817,17.689,378.22177,+,4888188.947,,,1,4888188.947,3878245.144,3783257.812,3917487.568,3696059.163,3585774.619,,False,,,,
1818,17.69,275.23682,+,131834471.6,,,3,123621022.4,99193143.7,122611123.2,74883604.1,131834471.6,126932770.7,,False,,,,
1819,17.69,670.48926,+,4699872.283,,,6,4699872.283,3540374.078,4073778.559,3790762.485,3937776.151,4480260.663,,False,,,,
1820,17.691,355.22659,+,4643746.062,,,2,4464670.111,4643746.062,3578634.765,3332621.172,3312088.258,4067363.625,,False,,,,
1821,17.691,867.63025,+,4123106.731,,,6,3980639.292,4123106.731,2194270.872,2038460.842,3468631.607,3259175.975,,False,,,,
1822,17.693,348.28943,+,32299231.89,,,6,30499251.1,23353325.32,27642892.84,21816069.46,23063798.93,32299231.89,,False,,,,
1823,17.693,458.38373,+,10593640.41,,,1,10593640.41,3913289.509,4819568.348,4620300.737,4193965.265,4892936.669,,False,,,,
1824,17.693,531.32318,+,4287297.101,,,6,4287297.101,4103878.029,4075241.826,3845781.054,3386274.535,3729365.649,,False,,,,
1825,17.693,1147.56299,+,1773450.754,,,3,1486454.949,1279423.617,1773450.754,1077027.804,1224161.37,1720599.752,,False,,,,
1826,17.694,828.25348,+,4460425.554,,,3,3261285.278,4460425.554,3578671.065,4345941.792,4224555.013,3274625.666,,False,,,,
1827,17.696,447.09949,+,131491402.7,,,6,15928772.75,15494946.07,35218902.53,64423862.2,102604351.0,131491402.7,,False,,,,
1828,17.697,357.04919,+,3120534.654,,,2,282511.069,320225.2848,562361.638,1897128.239,2290258.868,3120534.654,,False,,,,
1829,17.704,282.27908,+,68629715.43,,,2,68629715.43,41926150.48,65825345.71,42860537.41,49072249.72,57546759.97,,False,,,,
1830,17.704,1080.32898,+,638431.2358,,,2,449931.1511,501489.6233,441110.7358,575513.5028,638431.2358,559485.973,,False,,,,
1831,17.705,409.29178,+,20622557.91,,,6,20622557.91,13326499.52,14932958.81,16017136.0,12519447.18,15197255.06,,False,,,,
1832,17.705,359.02856,+,3452211.015,,,3,518089.8934,393995.03,1114924.539,1623222.553,1981015.178,3452211.015,,False,,,,
1833,17.706,716.48706,+,22059655.45,PC[OH] OH-30:3,PC[OH],6,9991035.618,9589275.952,13407062.74,15862366.07,16346197.79,22059655.45,,True,30.0,3.0,30.0,3.0
1834,17.706,474.32114,+,5458125.128,,,6,5458125.128,4885385.216,4068253.465,3753286.109,3787035.444,3672985.067,,False,,,,
1835,17.709,433.24991,+,1383066.457,,,4,1383066.457,997506.0813,1109325.989,903710.9846,884714.4998,934791.6754,,False,,,,
1836,17.712,367.22668,+,1929493.989,,,2,1929493.989,1666660.573,1324098.246,1059669.566,1048976.696,1105737.604,,False,,,,
1837,17.713,271.29007,+,66874420.36,,,1,66874420.36,56127413.76,62852667.95,58530819.86,57287902.34,37386419.71,,False,,,,
1838,17.715,756.63483,+,11464584.93,,,6,10693537.46,9870047.505,11464584.93,9921788.805,10128156.42,11450354.52,,False,,,,
1839,17.715,359.22186,+,1282289.51,,,1,1270381.791,1164890.344,1282289.51,1199439.491,1143138.647,919499.0055,,False,,,,
1840,17.717,420.26337,+,1938111.951,,,4,1938111.951,1407180.838,1330307.404,987047.2339,913657.9919,1282112.149,,False,,,,
1841,17.718,775.65912,+,2720049.824,,,1,2644642.12,2210469.322,2350568.836,2262882.281,2083698.819,2720049.824,,False,,,,
1842,17.72,477.35516,+,4874955.085,,,1,4874955.085,2453766.823,3587142.74,3736375.95,2676765.495,3548196.466,,False,,,,
1843,17.721,385.31998,+,183825665.6,,,6,69051463.28,54650281.92,73084623.83,69346108.69,183825665.6,66710806.68,,False,,,,
1844,17.721,823.60358,+,72036853.18,,,4,54731773.97,26466290.69,72036853.18,49299141.26,60834169.09,42920352.8,,False,,,,
1845,17.722,298.34656,+,3791153.822,,,1,3739342.86,2815898.589,3625570.14,3542500.844,2969558.222,3791153.822,,False,,,,
1846,17.724,980.2796,+,1363987.425,,,3,969796.5532,605283.3105,1363987.425,373015.5283,702695.0477,817468.6379,,False,,,,
1847,17.726,566.32739,+,3870955.798,,,5,2761360.371,2441181.24,2289851.529,2851275.659,2346753.971,3870955.798,,False,,,,
1848,17.728,323.23679,+,9639783.072,,,6,7753127.389,9511930.539,6933508.026,8940495.03,7930294.001,9639783.072,,False,,,,
1849,17.728,788.6098,+,1676992.967,,,2,1194962.247,1433528.656,896109.6115,1214368.615,1213083.02,1676992.967,,False,,,,
1850,17.73,828.28876,+,7005098.993,,,6,5732727.368,5673487.731,7005098.993,5800869.382,5626572.529,6580624.009,,False,,,,
1851,17.736,508.37579,+,106230599.7,,,6,91223801.9,80573923.87,106230599.7,96759248.61,103292326.3,102510388.6,,False,,,,
1852,17.737,533.30273,+,5323255.958,,,5,5044568.282,3733374.362,4850353.45,4743881.809,4636781.3,5323255.958,,False,,,,
1853,17.737,721.55969,+,1052671.603,,,1,626399.5931,1052671.603,594779.3999,852637.1838,679279.146,591751.7163,,False,,,,
1854,17.74,518.44171,+,2194598.092,,,3,1554911.207,2097608.881,140128.4101,1453204.699,2194598.092,2132257.317,,False,,,,
1855,17.741,504.42572,+,1828487.14,,,3,795786.8613,1391925.721,431563.0422,1331065.017,1828487.14,1294460.372,,False,,,,
1856,17.742,448.36288,+,225921467.4,,,6,225921467.4,200549471.6,188421540.4,190091804.4,178298947.4,191066527.1,,False,,,,
1857,17.742,742.61896,+,34332275.01,,,6,21406251.26,18829658.99,24815258.47,21804841.01,20614732.03,34332275.01,,False,,,,
1858,17.742,465.31854,+,28667485.15,,,6,23147837.89,22743550.87,22579436.01,25372577.25,23876720.86,28667485.15,,False,,,,
1859,17.742,665.42401,+,2119270.241,,,4,1898539.639,1623888.697,1377797.638,1689932.571,1166970.097,2119270.241,,False,,,,
1860,17.742,532.45721,+,1486564.394,,,1,1075700.771,1468482.475,115555.7411,852793.7517,961700.9567,1486564.394,,False,,,,
1861,17.744,421.19415,+,3823807.032,,,3,3823807.032,3147674.181,3448032.941,2411424.776,2457913.354,2318555.264,,False,,,,
1862,17.745,370.27396,+,4792314.424,,,4,2427599.409,3226995.611,2881238.501,4086217.636,4792314.424,4068435.1,,False,,,,
1863,17.754,311.29425,+,21604751.7,,,6,15865758.51,15898110.86,18433987.62,18585591.22,18550880.92,21604751.7,,False,,,,
1864,17.754,780.23456,+,911196.809,,,1,290100.2589,434204.5613,302524.2141,551774.149,449429.335,911196.809,,False,,,,
1865,17.756,448.10245,+,14108316.96,,,1,2050286.104,2186340.488,5660644.981,10251097.13,14108316.96,2877838.116,,False,,,,
1866,17.757,428.28549,+,25206862.63,,,1,25206862.63,22499103.29,12075725.82,23389523.24,14651125.76,21534774.41,,False,,,,
1867,17.759,393.29724,+,59176359.06,,,6,51938915.59,47264323.31,59176359.06,54361196.5,55208004.68,58775079.56,,False,,,,
1868,17.761,584.45184,+,33811615.02,,,5,33811615.02,26446131.65,27556436.89,20339691.29,19531282.63,23622950.6,,False,,,,
1869,17.761,688.45514,+,9945683.374,,,5,8741521.779,7302975.306,8983072.955,8405461.468,7151042.914,9945683.374,,False,,,,
1870,17.762,628.19489,+,126647833.9,,,6,96442119.62,104029869.3,96497334.77,112103694.9,112360014.7,126647833.9,,False,,,,
1871,17.763,441.29144,+,84135414.62,,,6,84135414.62,75247464.48,74304653.95,64134998.61,72830968.23,75047997.42,,False,,,,
1872,17.763,750.60437,+,10441639.5,,,5,9999341.253,8089229.155,10441639.5,9098170.21,8676205.316,10203996.05,,False,,,,
1873,17.763,572.41595,+,6390214.217,,,1,3649477.411,4195604.799,4035348.431,3990112.555,4609035.894,6390214.217,,False,,,,
1874,17.767,265.25244,+,139547741.0,,,6,139292300.8,130550480.8,139547741.0,119998056.5,125495016.4,131263385.7,,False,,,,
1875,17.767,225.04269,+,15302114.47,,,1,1810952.8,2215952.454,4689577.682,6204345.999,8643234.121,15302114.47,,False,,,,
1876,17.767,764.6015,+,10460416.55,HexCer[NS] d39:4,HexCer[NS],6,5303550.097,6578838.324,6738750.229,8583777.659,9331856.653,10460416.55,,True,39.0,4.0,39.0,4.0
1877,17.767,236.16191,+,4322560.632,,,1,4322560.632,4174520.507,3665734.218,4174232.644,3718095.214,4042739.821,,False,,,,
1878,17.768,221.175,+,4726662.75,,,1,4284689.091,3700882.177,3773801.791,4726662.75,3448900.102,4172770.67,,False,,,,
1879,17.769,362.30261,+,15643630.94,,,6,15643630.94,11887899.28,12679980.84,13930211.99,14113871.72,12154405.91,,False,,,,
1880,17.769,417.37244,+,1713792.441,,,2,1585666.202,1307176.792,1334114.387,1402723.243,1620448.301,1713792.441,,False,,,,
1881,17.77,542.41223,+,8520000.966,,,5,7320444.286,7221688.295,1240828.848,6151992.92,5364606.445,8520000.966,,False,,,,
1882,17.771,223.06381,+,95599786.58,,,4,8027225.319,12301499.2,21219843.1,39067169.53,56729309.07,95599786.58,,False,,,,
1883,17.771,227.0219,+,6730670.374,,,1,779112.1102,646531.6975,1731127.59,2929669.654,4448188.85,6730670.374,,False,,,,
1884,17.771,541.30542,+,2740858.54,,,6,2212379.028,2272351.358,2740858.54,2578558.942,2140167.279,2230857.782,,False,,,,
1885,17.771,431.38412,+,2735806.48,,,1,2132244.706,2398232.729,1770769.016,2198753.768,2121904.247,2735806.48,,False,,,,
1886,17.771,1019.27661,+,1969769.04,,,1,1949263.66,1699427.883,1771054.642,1783409.277,1899615.999,1969769.04,,False,,,,
1887,17.772,408.3082,+,105067965.4,,,6,74021668.24,61728989.66,53805268.84,71334706.63,57818305.34,105067965.4,,False,,,,
1888,17.772,413.28165,+,1369434.356,,,2,1314504.908,1106641.831,1240667.713,1341885.149,1022289.798,1369434.356,,False,,,,
1889,17.772,988.20972,+,1277307.207,,,2,1258034.348,958650.6103,1277307.207,1199970.44,1181712.616,1218999.437,,False,,,,
1890,17.773,763.24805,+,12761570.32,,,1,11330401.26,2308452.096,10493195.2,12349780.15,12414629.59,12761570.32,,False,,,,
1891,17.773,445.39969,+,2507701.602,,,1,2055067.005,2114695.089,1115155.58,1928396.907,1963920.069,2507701.602,,False,,,,
1892,17.774,612.48358,+,17339030.56,,,6,16183052.91,13123656.44,13149829.18,15060927.51,17339030.56,15555538.79,,False,,,,
1893,17.775,313.27371,+,41635072.93,,,6,39181985.65,24429326.19,31462223.59,36995579.73,29816951.76,41635072.93,,False,,,,
1894,17.775,459.41559,+,4050180.231,,,3,2865002.212,3550625.401,1411442.889,2618124.412,2600684.948,4050180.231,,False,,,,
1895,17.777,228.19551,+,163599087.8,,,6,163599087.8,119406041.2,157342250.9,131995380.6,123006845.4,152986733.2,,False,,,,
1896,17.777,281.05096,+,90171756.61,,,4,3922632.998,4074505.384,25527253.11,49282026.77,62504153.96,90171756.61,,False,,,,
1897,17.777,516.33142,+,34041800.26,,,6,22828596.14,28801736.25,27384193.2,22583017.1,31892960.76,34041800.26,,False,,,,
1898,17.777,208.16946,+,20493477.0,,,6,20212380.84,16972863.79,19455480.76,15737904.21,15065169.63,20493477.0,,False,,,,
1899,17.777,227.16403,+,16967511.73,,,4,11929727.88,12677164.97,16967511.73,10382676.01,13243480.9,12053340.57,,False,,,,
1900,17.777,473.43109,+,6397373.618,,,3,5552055.674,5124934.671,1319773.646,4192156.304,4514438.754,6397373.618,,False,,,,
1901,17.777,283.03024,+,4878221.544,,,4,680126.5006,552413.6157,1671631.994,2740788.258,4046229.475,4878221.544,,False,,,,
1902,17.78,404.15891,+,49303565.31,,,6,2502290.445,2216048.212,10961040.13,22577075.38,32987264.89,49303565.31,,False,,,,
1903,17.781,297.08246,+,211941992.5,,,6,13667391.35,16642315.47,55030590.35,105077440.7,143278264.5,211941992.5,,False,,,,
1904,17.782,743.56085,+,9497408.248,,,6,8360209.245,7185367.965,9118764.056,7826720.15,7946766.696,9497408.248,,False,,,,
1905,17.782,835.2973,+,4561431.333,,,4,4095739.71,4561431.333,4027270.615,3719293.709,2597350.202,2588264.585,,False,,,,
1906,17.786,678.47058,+,450880563.0,,,6,371929852.7,345112707.7,414471598.3,411842327.2,449420612.0,450880563.0,,False,,,,
1907,17.787,379.28174,+,876161666.2,,,6,798679527.5,876161666.2,795183635.5,838322979.6,729148748.1,859461830.5,,False,,,,
1908,17.788,651.40814,+,5813101.509,,,3,5062072.013,4669234.352,5701920.034,4174417.056,5813101.509,5572860.936,,False,,,,
1909,17.788,760.51135,+,2241194.832,,,5,1777083.446,1853767.678,1836047.0,2206026.432,2188983.131,2241194.832,,False,,,,
1910,17.789,509.34506,+,37404409.03,,,6,30607694.63,31101462.58,34292318.93,33161188.91,28113095.22,37404409.03,,False,,,,
1911,17.791,681.50427,+,2775829.475,,,6,2090412.753,2182264.946,2154856.987,2251762.776,2426167.182,2775829.475,,False,,,,
1912,17.795,369.33594,+,12018191.1,,,5,12018191.1,11697353.17,10977596.38,10302560.38,8277017.359,11757822.9,,False,,,,
1913,17.795,717.54449,+,2286565.872,,,2,2132842.675,2059356.815,1937914.413,1472218.46,1735738.974,2286565.872,,False,,,,
1914,17.795,814.55957,+,1812625.492,,,3,1711366.074,1373809.84,1812625.492,1542705.726,1416899.06,1423170.994,,False,,,,
1915,17.796,686.48389,+,1431615.781,,,3,922469.9392,1292561.289,737623.1033,1299590.796,940844.2994,1431615.781,,False,,,,
1916,17.798,488.26935,+,2205017.955,,,2,706760.9721,2205017.955,895361.3361,556817.769,1037404.501,1250519.349,,False,,,,
1917,17.801,534.39197,+,4516418.611,,,5,3844442.553,3666808.649,3708054.414,3630144.931,4516418.611,3516717.301,,False,,,,
1918,17.802,834.20715,+,7537125.549,,,3,7471185.009,6181019.323,7537125.549,5538866.244,6104052.543,7185056.527,,False,,,,
1919,17.803,630.4942,+,3649760.803,,,3,2496189.577,3195208.563,280321.0071,2930440.771,2853776.935,3649760.803,,False,,,,
1920,17.804,524.37128,+,584262951.2,LysoPC 18:0,LysoPC,2,584262951.2,302677718.6,391144704.3,286471317.1,367544501.0,477684697.0,,True,18.0,0.0,18.0,0.0
1921,17.805,822.30194,+,11647841.98,,,6,11647841.98,9814934.716,10661734.2,10159846.57,9530389.652,11079843.66,,False,,,,
1922,17.806,546.39893,+,116701632.3,,,6,93084958.88,92070891.43,101573519.9,101209433.7,110875858.0,116701632.3,,False,,,,
1923,17.806,616.47833,+,5295495.562,,,4,3694734.508,5295495.562,2223197.997,4250237.072,4433000.672,4953982.417,,False,,,,
1924,17.808,337.16681,+,37218175.01,,,6,37218175.01,34076254.08,21253666.19,18435451.0,18867169.51,20619188.38,,False,,,,
1925,17.808,685.39319,+,1648930.957,,,3,775718.1645,641959.3633,658756.2108,1648930.957,1107045.103,1019819.297,,False,,,,
1926,17.809,319.19424,+,3505646.797,,,5,3045369.987,2642609.446,2437620.15,2650433.517,3026262.476,3505646.797,,False,,,,
1927,17.809,478.24582,+,2291121.345,,,4,2061919.472,2291121.345,1208152.912,2269035.452,1763681.297,1329079.127,,False,,,,
1928,17.811,386.32556,+,260913553.5,,,1,55485276.58,57524455.01,260913553.5,142667052.2,202184187.4,46327806.6,,False,,,,
1929,17.811,806.27136,+,845361.3853,,,1,770343.2283,641654.5529,795049.5404,775488.0454,845361.3853,672517.236,,False,,,,
1930,17.812,475.29764,+,5549699.743,,,5,4596748.339,3649316.684,4791088.092,5158937.936,3979663.23,5549699.743,,False,,,,
1931,17.812,941.61169,+,1983613.446,,,3,1983613.446,1694086.739,1279819.222,1746806.54,1407206.373,1190263.292,,False,,,,
1932,17.812,726.58679,+,518997.7803,,,1,298062.959,518997.7803,399848.6002,374512.0104,366612.1764,390367.7127,,False,,,,
1933,17.814,837.12524,+,2937881.847,,,6,2270703.62,2182312.92,2644043.982,2230687.455,2369611.005,2937881.847,,False,,,,
1934,17.814,510.43616,+,2852713.379,,,5,2488969.761,2852713.379,2258923.421,2048741.521,2382809.216,2659457.996,,False,,,,
1935,17.815,303.22946,+,572295222.9,,,6,476854741.8,404832551.6,572295222.9,451268337.7,465566860.9,529536806.2,,False,,,,
1936,17.816,371.25787,+,7720829.28,,,6,7720829.28,7330808.667,6996271.275,6827465.26,6112653.461,5959273.454,,False,,,,
1937,17.816,604.43457,+,5894037.574,,,1,5148114.375,3878555.433,3652517.562,5661661.138,5894037.574,5475232.634,,False,,,,
1938,17.817,353.2662,+,48739344.47,,,6,48739344.47,37908988.14,44354137.92,29058395.47,40033239.53,33900993.39,,False,,,,
1939,17.817,502.31647,+,4198262.169,,,3,1588604.265,2259682.636,184300.6526,1026025.08,4198262.169,2314320.803,,False,,,,
1940,17.817,621.41711,+,1197240.437,,,1,865481.1227,804478.8609,573961.7879,1139650.803,1197240.437,1147716.104,,False,,,,
1941,17.818,544.33911,+,30128178.44,LysoPC 20:4,LysoPC,1,26746750.97,29330288.12,30128178.44,13452023.31,14448239.3,17190630.06,,True,20.0,4.0,20.0,4.0
1942,17.818,518.32617,+,18133971.13,,,2,16972775.71,13922700.29,12301203.76,18133971.13,13400678.45,16636622.43,,False,,,,
1943,17.818,383.16974,+,1233028.069,,,1,845999.5197,626049.6092,485540.0525,1233028.069,1045222.296,885719.9984,,False,,,,
1944,17.819,551.38049,+,13428890.67,,,5,7621687.021,5844922.953,8873632.943,11298240.41,11910712.68,13428890.67,,False,,,,
1945,17.821,953.56702,+,3578350.565,,,1,3578350.565,2397435.08,2282426.543,1455850.273,1396755.397,1034311.171,,False,,,,
1946,17.822,856.56946,+,624465.6688,,,1,319608.3289,449896.7744,624465.6688,78492.81863,136577.248,114504.4628,,False,,,,
1947,17.824,732.23438,+,44099889.45,,,1,44099889.45,25413318.78,43100686.64,37762111.72,43166456.33,41966642.64,,False,,,,
1948,17.824,323.25546,+,3897232.956,,,5,2195891.841,3328756.991,3642997.661,3602503.335,3455189.682,3897232.956,,False,,,,
1949,17.824,323.23682,+,2524730.373,,,2,1762900.226,705468.5331,2488840.408,2524730.373,1104976.86,1457667.202,,False,,,,
1950,17.827,313.17938,+,1805649.408,,,2,1564053.086,1805649.408,1632176.685,1065953.164,951969.3484,1164129.242,,False,,,,
1951,17.828,425.3049,+,103714385.7,,,6,103714385.7,98011651.56,98489969.7,86997006.25,88673792.02,100498398.6,,False,,,,
1952,17.828,784.30475,+,23615669.87,,,5,23615669.87,5335840.16,5524906.145,3718534.446,4968260.697,4896715.497,,False,,,,
1953,17.828,376.30591,+,4304504.243,,,2,3899997.731,2318192.3,3198316.686,2763629.136,4304504.243,2777791.153,,False,,,,
1954,17.828,503.34677,+,969080.7258,,,3,959711.2047,547291.0505,584139.61,359419.1833,467533.4127,969080.7258,,False,,,,
1955,17.828,733.98474,+,776243.5028,,,1,730729.6521,343506.6573,776243.5028,208494.6712,184315.8778,269217.3299,,False,,,,
1956,17.829,351.23163,+,5676005.999,,,6,5676005.999,5031721.405,4862211.962,4277405.367,4918045.813,5041846.627,,False,,,,
1957,17.829,311.20032,+,2071023.106,,,2,2071023.106,1681795.626,1709506.788,1512304.797,1712611.563,1774912.577,,False,,,,
1958,17.829,889.38062,+,898624.5375,,,2,825878.146,898624.5375,85826.20772,620405.072,359542.1587,383907.9976,,False,,,,
1959,17.831,453.35648,+,5111418.842,,,6,4735967.079,4179879.461,5111418.842,4366466.573,4867103.369,4904753.858,,False,,,,
1960,17.836,309.22098,+,6440194.527,,,3,2530828.584,4692947.083,4635112.896,1755113.704,6440194.527,2270138.886,,False,,,,
1961,17.837,458.38373,+,8466581.686,,,2,8466581.686,6282875.701,3716576.304,4149218.8,3586240.74,3922379.334,,False,,,,
1962,17.838,559.39923,+,5043944.194,,,6,4273684.226,4277582.326,4587275.555,4253713.233,5012767.111,5043944.194,,False,,,,
1963,17.839,512.46729,+,72004676.96,,,6,72004676.96,64379917.77,54234376.88,60858975.93,59569587.62,60792898.94,,False,,,,
1964,17.839,269.17462,+,851274.2081,,,4,446279.7099,705410.7989,851274.2081,797350.6811,670832.9781,356512.6979,,False,,,,
1965,17.839,606.37701,+,770625.039,,,1,547304.4252,633894.82,770625.039,706874.0687,422853.594,654101.724,,False,,,,
1966,17.841,490.37338,+,7046628.229,,,6,6606829.125,5632244.878,7046628.229,6450666.117,5363405.14,6793004.518,,False,,,,
1967,17.842,399.31012,+,23216331.46,,,6,21233527.59,15403321.39,23216331.46,17502642.62,21991398.78,19633426.95,,False,,,,
1968,17.842,740.48676,+,9959015.272,PC[OH] OH-32:5,PC[OH],6,8903244.637,7187186.537,7780392.09,8293022.901,7972765.256,9959015.272,,True,32.0,5.0,32.0,5.0
1969,17.843,563.42834,+,7724572.616,,,6,6273002.553,4858329.119,7646760.977,6190504.612,5776099.03,7724572.616,,False,,,,
1970,17.843,750.4917,+,5884716.024,,,6,4462646.992,4490712.741,4870879.164,4499169.685,4691389.694,5884716.024,,False,,,,
1971,17.852,567.34082,+,1256695.307,,,2,611414.302,531578.5187,473476.4757,1192781.893,1256695.307,644114.393,,False,,,,
1972,17.855,307.2717,+,1815510.414,,,2,1624921.508,1389027.16,1815510.414,1320450.521,1321517.494,1557243.87,,False,,,,
1973,17.859,312.289,+,2886570.394,,,1,2439899.524,2062572.961,2886570.394,2129329.256,2637879.23,2582739.472,,False,,,,
1974,17.861,467.31567,+,2414977.882,,,5,696188.6992,725054.238,867232.8808,697567.3162,885001.9209,2414977.882,,False,,,,
1975,17.866,722.49762,+,1677229.943,,,3,1195315.507,1179005.492,1677229.943,1339259.525,1607683.662,1531009.165,,False,,,,
1976,17.87,702.47052,+,14077125.61,,,6,13857159.81,10984697.03,14077125.61,9305102.242,7882984.22,8547638.576,,False,,,,
1977,17.874,284.29468,+,11158537.93,,,6,10760453.41,9763106.677,10732047.68,11158537.93,4979175.872,10073852.06,,False,,,,
1978,17.875,619.41742,+,1340995.548,,,4,1192389.083,1186879.77,1021162.078,1289509.632,1238299.728,1340995.548,,False,,,,
1979,17.878,479.27701,+,1723166.669,,,5,1126583.155,1123166.163,1463784.786,928102.7919,1723166.669,1124436.169,,False,,,,
1980,17.88,796.55481,+,6360965.928,,,6,4319308.019,3107872.966,4901873.214,4578225.783,5560829.566,6360965.928,,False,,,,
1981,17.88,628.51544,+,1386185.078,,,3,1126494.398,1083988.564,1064609.828,1262999.043,1386185.078,1367050.513,,False,,,,
1982,17.885,542.44196,+,1944087.409,,,4,1645042.292,1824216.578,1161704.352,1944087.409,1520991.005,1564612.83,,False,,,,
1983,17.885,448.37796,+,1522078.891,,,1,1152783.443,1406688.073,1452349.912,1403899.926,1347949.133,1522078.891,,False,,,,
1984,17.886,665.32355,+,1633486.155,,,5,1633486.155,1410981.938,1360472.827,1114670.358,1226992.409,1346055.998,,False,,,,
1985,17.887,789.29669,+,985677.6044,,,2,824042.7323,648241.7921,475122.8281,981036.2716,985677.6044,624976.6249,,False,,,,
1986,17.888,305.24469,+,3522461.859,,,5,1708895.445,1758600.443,3522461.859,2833553.743,1988865.297,997968.3669,,False,,,,
1987,17.889,560.3869,+,1431035.424,,,5,1371789.928,1143020.552,350848.5277,1255449.175,1108742.08,1431035.424,,False,,,,
1988,17.891,480.36856,+,1068909.88,,,3,875472.7946,1026957.015,538148.347,1063798.219,1068909.88,852604.9595,,False,,,,
1989,17.892,614.36072,+,976198.7048,,,3,828860.0922,752086.3004,976198.7048,651109.5939,731923.0712,887204.3317,,False,,,,
1990,17.894,823.60449,+,113937840.7,,,7,106173763.9,113937840.7,76318856.19,91649304.53,93044225.1,111882755.4,,False,,,,
1991,17.894,574.40192,+,2528077.418,,,5,2226638.51,2140910.217,593637.9173,2122792.276,1814333.761,2528077.418,,False,,,,
1992,17.895,473.28137,+,28591808.46,,,6,28591808.46,25695107.27,24852225.86,22972805.26,22015103.85,24308870.94,,False,,,,
1993,17.903,383.22165,+,3466377.36,,,4,1596060.665,1862138.431,3466377.36,1700187.623,1695519.296,1646057.418,,False,,,,
1994,17.904,510.39182,+,160596307.3,,,6,149539591.1,140594169.5,156092443.1,160596307.3,129836340.6,133155766.2,,False,,,,
1995,17.904,538.38672,+,60047167.79,LysoPC 19:0,LysoPC,6,56247847.94,50546559.36,55943684.37,57374577.75,60047167.79,52797424.64,,True,19.0,0.0,19.0,0.0
