Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),
38.103,894.75439,+,1.0081295E8,TG 18:3_18:2_18:2,TG,12,9.566078876E7,1.0081295E8,7.547417879E7,9.477856377E7,8.363185833E7,6.447798778E7,
38.108,978.84802,+,938236.9259,,,4,938236.9259,917284.4655,533549.8783,568096.9685,557023.5548,636211.9608,
38.109,1070.349,+,8493787.978,,,6,4720131.764,5120057.579,6473223.232,8493787.978,7379706.631,7808636.613,
38.109,643.35162,+,870422.0605,,,1,825774.7436,870422.0605,673405.309,753895.9371,830934.9847,868609.5588,
38.11,1068.34985,+,1.573962873E7,,,6,9084663.399,1.010899016E7,1.212460244E7,1.573962873E7,1.46241745E7,1.360465149E7,
38.144,1069.9259,+,892079.2891,,,3,708315.2008,684470.6962,658149.2012,740735.4276,640369.9544,892079.2891,
38.169,426.13718,+,805570.0543,,,1,490215.1213,805570.0543,198516.586,438245.3476,413108.7171,542830.3525,
38.186,766.65045,+,1545180.931,,,6,1314589.054,1264925.279,1323110.669,1545180.931,1100388.491,1209905.553,
38.207,877.78436,+,459549.5381,,,1,313783.3593,376655.416,316193.1758,459549.5381,377887.9157,311397.3534,
38.221,928.77319,+,990556.2638,,,6,976868.6062,789929.1717,990556.2638,786227.6813,777041.3971,973903.3565,
38.236,886.74963,+,2856014.588,,,4,1441941.725,2361596.015,2012393.245,1607326.513,2856014.588,1678589.889,
38.238,1081.62585,+,882170.2909,,,3,879053.2297,882170.2909,876697.701,524776.2877,507500.5764,520664.7511,
38.283,944.7702,+,1.182412004E7,TG 18:2_18:2_22:6,TG,4,9062493.514,1.182412004E7,8412736.342,1.049653157E7,8099315.831,5741824.818,
38.295,880.73993,+,1094023.798,,,1,563423.2803,1094023.798,471598.3316,582505.0513,645763.8975,431733.6811,
38.312,740.6767,+,1342279.745,TG 42:0,TG,1,1194599.489,1113647.205,1113572.574,878761.2166,1342279.745,1025148.616,
38.356,1040.82593,+,989187.4399,,,3,988323.5391,713364.0329,742199.2155,688674.76,671437.928,989187.4399,
38.366,842.72296,+,3.622944195E7,TG 50:5,TG,4,3.622944195E7,2.493992931E7,2.703738323E7,1.786842044E7,2.538937947E7,2.029622542E7,
38.376,564.57111,+,2775499.247,,,4,1366644.71,1034614.259,2775499.247,1762080.39,1616463.976,1123262.311,
38.478,944.7702,+,2.912819E7,TG 18:2_20:4_20:4,TG,12,2.566489731E7,2.912819E7,2.269088428E7,2.469005764E7,2.28162864E7,1.679388635E7,
38.507,521.52917,+,4134453.623,,,6,2761809.477,3217625.997,3524193.849,4134453.623,4026101.189,3410644.667,
38.513,969.83551,+,4043534.341,,,6,4043534.341,3642295.43,3827968.283,3282206.223,3580403.981,3932194.042,
38.526,995.85175,+,4065639.609,,,6,4065639.609,3146680.718,3508362.152,3283333.23,3219109.963,3951046.898,
38.54,778.69263,+,3263470.109,,,1,2843531.558,2817930.378,3263470.109,2482992.876,2457677.386,2212440.493,
38.548,723.62695,+,1692617.703,,,5,1692617.703,1204662.399,1451467.182,1375094.436,1614551.409,1590279.35,
38.588,868.73853,+,9.957657853E7,TG 52:6,TG,6,9.418762304E7,9.957657853E7,6.666702997E7,9.522665253E7,8.125663678E7,6.650687263E7,
38.605,759.22266,+,1277893.738,,,1,251194.3345,189032.3227,605305.1529,1051743.908,1277893.738,545059.5482,
38.607,833.2406,+,1204319.058,,,1,435268.8638,283588.3886,566379.4164,951220.652,1204319.058,507602.1698,
38.607,906.25964,+,770079.963,,,1,165426.6034,226084.7038,409434.5747,519905.6458,770079.963,411226.5865,
38.608,426.13712,+,774624.7236,,,1,281501.8955,273176.6856,405081.0612,495935.6117,774624.7236,301303.9427,
38.62,994.78589,+,872398.9858,,,4,547418.3135,853365.7274,640806.9661,872398.9858,669614.2863,424378.3953,
38.622,706.65063,+,581107.3799,,,1,499746.6518,577332.4078,527509.7787,559280.3509,581107.3799,440780.3731,
38.626,968.77063,+,1945506.778,,,6,1945506.778,1868376.313,1572086.509,1792391.113,1684920.863,1204300.924,
38.629,953.27374,+,5149278.337,,,1,4341808.664,3338706.493,4419161.299,5149278.337,5035826.396,4925319.053,
38.656,740.6767,+,4.94836691E7,TG 42:0,TG,6,4.560452308E7,4.94836691E7,3.839902771E7,4.324448372E7,4.032179453E7,3.392589694E7,
38.659,796.70306,+,1152658.082,,,1,714906.4036,1152658.082,821282.3623,872967.38,837140.6658,719869.3198,
38.673,766.69208,+,1.281330399E8,TG 44:1,TG,6,1.047087765E8,1.281330399E8,8.558480435E7,1.030221787E8,9.374723178E7,7.595962698E7,
38.676,822.71863,+,2265073.265,,,6,1868831.989,1929998.754,1467245.261,1721405.653,2265073.265,1341566.351,
38.678,850.78564,+,1719350.541,,,6,1569913.09,1719350.541,1404443.208,1020702.423,1553753.947,955246.6811,
38.694,944.7702,+,1.640335868E7,TG 58:10,TG,3,1.526663142E7,1.640335868E7,1.005995237E7,1.419820146E7,1.089059935E7,7945811.628,
38.7,882.76099,+,2380170.918,TG 17:1_18:3_18:2,TG,1,2128828.883,2058478.988,1749235.908,2380170.918,1645892.566,1206792.021,
38.702,792.7074,+,8.333059004E7,TG 46:2,TG,6,7.117032871E7,8.333059004E7,5.539507324E7,6.652701632E7,6.231933961E7,4.973226902E7,
38.708,856.73907,+,4713356.34,TG 51:5,TG,4,4713356.34,3280415.381,4066400.237,4616430.414,4094953.964,2308423.477,
38.715,918.75421,+,1.049271506E7,,,5,7924338.025,1.049271506E7,4589615.327,9711446.195,7831949.482,5962926.415,
38.719,758.02185,+,1118965.421,,,1,96849.10096,424709.3959,1118965.421,161744.7733,860635.6131,1039756.385,
38.72,305.14694,+,626576.6562,,,1,397673.8054,228216.1392,626576.6562,264867.6375,337297.4837,534625.7757,
38.725,1099.61511,+,6536133.877,,,6,6536133.877,6000388.949,4972130.575,3313860.329,3065236.391,3522171.906,
38.727,564.57172,+,2891521.983,,,3,1974588.87,1290642.016,1832518.245,2874952.129,1795073.158,2891521.983,
38.743,723.66315,+,2208840.277,,,6,1706346.896,1718406.097,1416717.252,2208840.277,2110794.512,1508210.257,
38.814,716.6192,+,1521526.058,,,4,1198696.222,1120027.12,1279246.526,1418259.875,1521526.058,1034077.028,
38.902,946.7851,+,5275930.254,TG 58:9,TG,4,4660290.348,5275930.254,3579938.432,4517585.019,1857395.573,1638292.912,
38.903,876.80182,+,1365837.819,,,3,1365837.819,1054920.807,998386.6624,919038.4337,1208802.752,958983.0465,
38.904,848.73401,+,2023372.514,,,5,2023372.514,1669055.371,1207392.908,1954522.718,1714699.902,1558809.887,
38.905,792.70758,+,1.521712145E8,TG 46:2,TG,6,1.521712145E8,1.279460309E8,1.447283262E8,1.253951989E8,1.395898436E8,9.094590861E7,
38.908,521.52899,+,2033915.088,,,1,2033915.088,638668.7353,540766.892,1069793.933,972116.3391,716341.3918,
38.915,548.47565,+,742689.3278,,,1,514406.8037,742689.3278,479749.1898,421371.0771,279278.5948,224552.4559,
38.918,860.7702,+,966692.8099,,,2,900023.903,765883.3102,783144.7145,966692.8099,720584.8222,604764.2204,
38.922,818.72357,+,3.121709957E8,TG 48:3,TG,6,2.937502466E8,3.121709957E8,2.343480338E8,2.688285767E8,2.417168185E8,1.983831332E8,
38.922,874.75,+,5110630.457,,,6,4413061.267,5110630.457,4333178.914,4357939.824,4075755.122,3426863.209,
38.928,902.81665,+,3612441.819,,,5,3486881.75,2615299.892,3612441.819,2311486.064,2754836.931,1402573.873,
38.935,778.65991,+,5283131.94,,,5,5283131.94,4499027.373,5176638.202,2910571.861,5019380.86,5150131.774,
38.955,856.73907,+,6211267.809,TG 51:5,TG,5,6211267.809,3961254.382,4738638.335,5252502.088,4608393.62,3532215.699,
38.956,844.73907,+,9.198308716E7,TG 50:4,TG,6,7.297230205E7,9.198308716E7,6.869257266E7,7.877067489E7,6.910340801E7,5.023498684E7,
38.964,920.7699,+,8.779364775E7,TG 56:8,TG,12,8.779364775E7,8.581215358E7,6.889208741E7,7.43690578E7,6.7113653E7,5.431564129E7,
38.964,1004.86438,+,760793.6055,,,2,760793.6055,706830.5854,650316.531,748691.173,567660.8479,525272.8237,
38.965,976.79626,+,1190111.999,,,4,927882.0697,1190111.999,963771.871,1056649.716,582810.6196,776333.0681,
39.069,758.22345,+,4691964.063,,,1,2444924.324,4691964.063,1507024.614,2259528.819,2135972.952,3758750.812,
39.07,832.23938,+,2770769.412,,,1,1439087.762,2770769.412,629801.1638,1109985.94,1264236.924,1921275.444,
39.109,1278.35242,+,1.220450497E7,,,6,1.077952972E7,1.220450497E7,1.103408107E7,1.161730791E7,1.1838187E7,1.149116019E7,
39.12,723.66302,+,2089443.885,,,6,1538795.048,1574353.762,1456219.949,2089443.885,1761429.706,1367241.989,
39.146,825.76086,+,1778067.289,,,1,1366482.23,1003530.088,1163130.312,1326357.436,1778067.289,1704690.705,
39.148,844.7395,+,3.634325209E8,TG 50:4,TG,12,2.892862473E8,2.94659085E8,2.635894433E8,3.09681803E8,3.634325209E8,2.083160909E8,
39.152,894.75439,+,1.009200953E8,TG 54:7,TG,12,8.166590064E7,1.009200953E8,7.150179282E7,7.974797347E7,7.092570172E7,5.74518212E7,
39.153,928.83295,+,4932850.463,,,4,3290251.389,3908765.592,3146272.878,3094769.478,4932850.463,2129656.529,
39.153,858.75439,+,1464575.791,,,4,1302607.491,1464575.791,1162358.525,1127062.239,1000392.792,890131.9833,
39.161,920.771,+,4.797116909E7,TG 56:8,TG,4,4.46735725E7,4.797116909E7,4.589951074E7,4.509070432E7,4.713383661E7,3.251867085E7,
39.162,574.49127,+,1053611.703,,,1,1020833.796,718097.1825,1053611.703,892278.1169,885588.4094,722621.5368,
39.178,754.69257,+,4898618.266,,,6,4898618.266,4242695.07,4487357.455,4865619.048,4012337.986,3945110.896,
39.18,926.78107,+,3217258.148,,,2,2954911.085,3217258.148,3016511.892,2960258.388,2588149.151,2312958.9,
39.181,870.75513,+,2.258963801E8,TG 16:1_18:2_18:2,TG,11,2.258963801E8,1.793344751E8,1.099244113E8,2.146539524E8,1.877360856E8,1.604377017E8,
39.182,954.84906,+,2270025.314,,,4,2270025.314,2106836.934,1575810.721,2173144.565,1514602.193,1839859.497,
39.196,716.61951,+,1491971.586,,,4,1200804.831,959698.1566,1075213.749,1491971.586,1174892.833,1041424.189,
39.205,996.80243,+,444809.8715,,,1,284269.0817,300438.5034,277587.4886,282540.6352,444809.8715,333934.8697,
39.219,775.03644,+,9920991.902,,,1,4957290.179,9920991.902,2574880.036,1664097.062,6913523.686,3290496.89,
39.219,305.14676,+,673895.7808,,,1,198680.0842,673895.7808,149375.737,166545.6484,179844.846,84999.934,
39.225,523.32446,+,384946.4984,,,1,107147.7209,384946.4984,185236.3349,96485.49834,123457.3014,87993.18549,
39.24,804.78052,+,1267828.811,,,6,1178510.6,1267828.811,957417.6982,1109840.549,1076601.434,924675.3934,
39.27,970.78607,+,9667184.747,TG 16:0_22:6_22:5,TG,6,9667184.747,8851131.903,8443480.404,9432968.538,8947103.416,7117075.521,
39.27,1142.36816,+,4090977.684,,,5,3226844.727,3809934.154,3619262.431,4090977.684,3500286.831,3646727.73,
39.294,944.7702,+,8957541.022,TG 16:0_20:4_22:6,TG,6,8236728.318,8957541.022,6953754.396,8412977.665,7424647.992,6376201.561,
39.295,712.60303,+,1354535.404,,,6,1254254.774,1354535.404,957071.0532,1242264.633,1080573.404,819146.6533,
39.315,818.72339,+,4.132869673E7,TG 48:3,TG,1,4.132869673E7,3.883608237E7,3.127171664E7,3.32668444E7,3.071858446E7,2.643058561E7,
39.343,844.73907,+,1.80849358E8,TG 50:4,TG,5,1.718832253E8,1.80849358E8,1.248920619E8,1.327186056E8,1.059430624E8,1.167425593E8,
39.35,870.75513,+,1.979863745E8,TG 52:5,TG,3,1.819144211E8,1.979863745E8,1.374828859E8,1.573595015E8,1.627013603E8,1.244072823E8,
39.364,662.58771,+,1.992730557E7,CE 18:4,CE,6,1.771261873E7,1.992730557E7,1.533193079E7,1.457892146E7,1.384665932E7,1.06560777E7,
39.368,718.61401,+,815874.779,,,4,753263.6638,815874.779,546788.0599,778174.3199,736004.0109,539265.7537,
39.402,862.75006,+,2257673.549,,,6,1891877.284,2257673.549,2075074.641,2097308.247,1734845.639,1451273.95,
39.407,888.76575,+,9899312.148,,,6,9436785.574,9899312.148,7829817.442,8936671.327,8396502.334,6358856.717,
39.42,914.78052,+,9769460.855,,,6,8680045.761,9769460.855,7593264.273,6976752.628,8743642.978,6976400.041,
39.421,966.84924,+,716829.5309,,,1,541206.2575,618398.8008,489955.812,716829.5309,658209.8994,348124.0774,
39.427,896.77045,+,3.593585643E8,TG 18:2_18:2_18:2,TG,12,3.059699591E8,3.593585643E8,2.810038449E8,2.76419611E8,2.787119041E8,2.335913971E8,
39.428,952.79639,+,5048293.928,,,3,2693622.114,5048293.928,3672038.612,4426153.762,4124067.395,3090907.974,
39.429,917.69928,+,1733991.199,,,1,1060765.798,1733991.199,1151540.67,1686447.493,1329457.669,1100665.994,
39.43,981.86749,+,1654966.435,,,1,1118257.084,1654966.435,1158718.828,1389359.985,1053994.389,910787.6382,
39.457,777.03333,+,3382435.932,,,1,1532711.222,3382435.932,1322415.424,2060734.286,3275195.69,3200235.146,
39.49,708.72333,+,548067.4614,,,1,548067.4614,447348.1189,423901.8972,346576.8586,337530.9175,409700.6561,
39.503,636.5719,+,1537622.023,,,5,1537622.023,1087488.838,1326761.04,1301388.245,1037472.494,890071.0957,
39.515,535.54486,+,1350544.742,,,1,785681.55,776053.2121,1350544.742,969340.7025,672113.5646,805067.3288,
39.524,754.69269,+,4925650.804,,,6,4698406.029,4687004.08,4458092.937,4925650.804,4366792.369,4262672.555,
39.535,780.70813,+,1.111488545E7,,,6,1.111488545E7,1.098913256E7,1.029531506E7,1.064416527E7,9604337.823,8689859.949,
39.551,882.75519,+,5569343.114,,,5,3284543.349,5569343.114,1790097.174,2973967.194,3875744.185,2591215.272,
39.552,954.84772,+,7414968.915,,,6,4222034.346,7414968.915,5860864.659,6250751.585,5639901.147,3994465.159,
39.553,870.75513,+,5.208322192E8,TG 52:5,TG,12,5.208322192E8,4.660302516E8,4.87887585E8,4.991642836E8,4.41690715E8,3.670069722E8,
39.553,806.72339,+,1.031699525E7,,,5,1.031699525E7,1.013881346E7,9336503.692,8155376.341,1.009636796E7,6953281.509,
39.554,940.83295,+,994511.2198,,,4,711991.4708,497109.9951,936682.7384,885857.9284,994511.2198,312044.2362,
39.555,853.72906,+,3351212.829,,,6,2649102.727,3351212.829,2251963.547,2295744.627,2336700.516,1622475.206,
39.556,926.78088,+,7590773.537,,,5,7134652.764,5070072.541,7487067.871,7590773.537,7243683.349,6006069.258,
39.558,926.81671,+,1810789.907,,,1,983711.6344,1043166.334,1810789.907,910272.1859,898271.1124,711264.0206,
39.576,952.79694,+,2416308.262,,,1,1560896.144,2133515.571,1404034.076,1866418.524,2416308.262,1202345.974,
39.577,896.77045,+,3.0756829E8,TG 54:6,TG,11,2.593637793E8,3.0756829E8,2.271413336E8,2.512903037E8,2.56061698E8,2.260386381E8,
39.604,844.73907,+,1.076994593E8,TG 50:4,TG,6,1.036791729E8,1.076994593E8,9.099974381E7,9.346405943E7,8.154630249E7,8.067927337E7,
39.631,922.78668,+,3936399.708,,,1,736557.0377,1170095.611,3936399.708,2608997.797,2771113.207,3273234.257,
39.672,365.32025,+,1233043.977,,,4,1084902.432,1233043.977,991942.6304,888717.894,910546.1462,757803.4321,
39.672,249.1096,+,389745.723,,,1,389745.723,66536.31149,70299.41315,55283.42737,313866.2364,109489.6079,
39.674,305.14682,+,514751.3142,,,1,514751.3142,60542.55688,77163.28388,136001.7319,57384.71501,92593.7753,
39.68,526.55573,+,1857034.481,,,4,522860.7736,1152016.77,1244519.711,1857034.481,991297.2889,1565006.192,
39.689,578.58771,+,9699092.044,,,6,5674930.8,7143536.489,6175454.138,8486775.379,8967594.585,9699092.044,
39.718,923.78033,+,4362392.249,,,1,3197779.302,4362392.249,2946003.579,3109913.743,1331142.571,840728.0791,
39.72,758.02222,+,418185.5142,,,1,211544.7763,183947.8085,128056.2383,307489.2383,418185.5142,137306.0847,
39.726,405.22476,+,315221.6936,,,1,137561.3912,136789.874,64223.08174,230241.6448,315221.6936,129525.8564,
39.737,946.7851,+,3.84229091E7,TG 58:9,TG,10,2.489835341E7,3.84229091E7,2.898527353E7,3.623342063E7,2.584334656E7,2.226300218E7,
39.74,976.79626,+,2046691.777,,,6,1673057.117,2046691.777,1605472.059,1623799.023,1557599.386,1358800.75,
39.74,1004.86383,+,1597276.254,,,6,1467206.118,1572254.768,1288660.92,1597276.254,1200616.506,946933.0324,
39.741,920.771,+,1.36564402E8,TG 16:0_18:2_22:6,TG,12,1.052398298E8,1.36564402E8,1.087364661E8,1.196851828E8,1.089715697E8,8.094905615E7,
39.743,941.69977,+,856343.5937,,,2,701558.9971,856343.5937,765472.0918,852066.9719,657355.5603,555631.7942,
39.751,846.75476,+,1798423.835,,,3,766348.0682,1798423.835,1600117.369,1178061.442,552631.1813,492131.0486,
39.769,806.72382,+,1.340700617E7,,,6,1.215683273E7,1.340700617E7,1.284391637E7,1.338059027E7,9601638.175,9515982.997,
39.772,832.73895,+,3.038244246E7,TG 49:3,TG,6,2.638213271E7,3.038244246E7,2.479744476E7,2.741215584E7,2.368873373E7,1.914675342E7,
39.808,844.73895,+,4.555132908E7,TG 50:4,TG,2,4.139456936E7,3.587780635E7,3.735778719E7,4.555132908E7,4.136728975E7,3.309001952E7,
39.826,870.75513,+,2.882551757E8,TG 52:5,TG,11,2.463577758E8,1.677578104E8,1.261834728E8,2.882551757E8,2.344601362E8,1.835682542E8,
39.829,954.84863,+,3425604.99,,,2,1423921.976,1748530.791,1487618.155,3425604.99,2731875.021,1279518.977,
39.832,926.78119,+,3614080.466,,,2,1263490.263,1384152.168,2858209.594,1324649.662,1224048.335,3614080.466,
39.832,891.68494,+,1497195.513,,,2,588367.3474,676861.522,1370210.244,571739.7103,529600.5585,1497195.513,
39.834,912.80225,+,735568.0932,,,1,357671.117,425475.4359,300007.1193,735568.0932,299691.5275,254068.7064,
39.841,896.77063,+,1.593215068E8,TG 18:3_18:2_18:1,TG,5,1.18099664E8,1.314073872E8,1.447891572E8,1.593215068E8,1.362725513E8,1.349088797E8,
39.851,972.80176,+,4901690.398,,,1,4332624.297,4901690.398,3596698.809,4563613.787,3348223.675,3527856.623,
39.875,535.54486,+,7295078.676,,,6,5151207.239,3294473.428,3477528.824,3220311.83,7295078.676,4983000.127,
39.889,409.38251,+,1711962.248,,,5,1458690.013,1711962.248,1350952.69,1018748.549,1149836.893,1013670.558,
39.909,951.74152,+,5164277.223,TG 58:9,TG,6,3764597.089,5164277.223,3956765.871,4394105.904,3017432.845,3125232.34,
39.943,758.68073,+,1775983.954,,,5,1703806.968,1775983.954,1349686.733,1405013.875,1297780.505,1147575.998,
39.944,744.62921,+,1.708603646E7,,,6,1.479669814E7,1.708603646E7,1.447407204E7,1.53100232E7,1.464938657E7,1.321600223E7,
39.944,772.69678,+,9176927.655,,,4,8488959.02,9176927.655,6810830.245,8347799.827,7445926.528,6693881.661,
39.944,1272.46521,+,2894166.197,,,5,1359040.258,2894166.197,1967745.907,2428909.779,1766158.077,2002401.786,
39.945,688.60297,+,3.775521798E8,CE 20:5,CE,6,3.775521798E8,3.72781214E8,2.965636832E8,3.388431326E8,3.154234729E8,2.583469538E8,
39.945,702.61792,+,5365918.714,,,6,4940128.533,5365918.714,4339276.506,4882235.314,4847156.43,3669660.151,
39.945,716.63391,+,2807099.659,,,6,2807099.659,2746109.71,2078323.761,1417609.544,2060663.105,1873400.893,
39.945,744.66608,+,2143978.013,,,6,1910097.296,2143978.013,1430068.427,1819270.24,1692014.934,1382422.336,
39.945,1286.51648,+,1903363.568,,,1,1903363.568,1698456.337,1330276.042,1346884.71,1514340.097,1057487.697,
39.947,730.64984,+,3010931.105,,,6,2923380.329,3010931.105,1927581.314,2462932.417,2361602.0,1944669.718,
39.948,1008.91058,+,3802179.388,,,6,3750262.495,3802179.388,3123572.078,2753902.864,3213673.239,2412558.648,
39.949,1114.97314,+,611184.0367,,,1,611184.0367,460480.8238,578044.7311,495192.7996,414394.1514,241533.3843,
39.951,730.62549,+,697104.0179,,,2,697104.0179,678379.9011,545044.3411,674978.2479,605494.4516,598055.0632,
39.979,873.77368,+,884604.0678,,,2,721203.2886,884604.0678,813211.9858,806960.0077,708440.864,396682.4749,
39.999,858.75439,+,7.342194642E7,TG 51:4,TG,12,5.514899846E7,7.342194642E7,4.393700601E7,6.019479748E7,5.965301484E7,4.15219115E7,
40.025,870.75513,+,7.008854559E7,,,1,7.008854559E7,6.075309304E7,5.291881471E7,4.679478312E7,4.154810709E7,3.32784329E7,
40.034,884.76996,+,5.50409587E7,TG 53:5,TG,11,3.22519331E7,5.50409587E7,2.076168497E7,2.886367304E7,3.041735199E7,2.170623545E7,
40.054,768.7077,+,2630602.641,,,2,2630602.641,2626354.426,1778439.888,2407784.587,1887990.788,2323752.119,
40.057,586.55585,+,503277.1414,,,1,408180.679,503277.1414,388709.7205,405446.7772,456300.1642,306217.2194,
40.071,1023.8833,+,3141745.521,,,6,3141745.521,2540905.616,2436389.55,2682105.569,2866225.789,2743063.105,
40.094,612.57166,+,4634767.871,CE 14:1,CE,6,4278609.467,4634767.871,3518881.158,3948488.726,4263594.925,2902782.021,
40.103,1075.91528,+,3214782.867,,,4,2854509.752,1884411.747,3214782.867,2422086.047,2316806.312,2714980.224,
40.129,778.02954,+,3102553.138,,,1,1595299.654,1351924.659,3102553.138,2262519.513,1650830.174,1339498.448,
40.129,997.86719,+,1457810.085,,,5,1457810.085,1147382.044,1068976.222,1123178.239,1203871.807,1322048.628,
40.135,896.77063,+,1.493351329E8,TG 54:6,TG,3,1.140662763E8,1.493351329E8,8.464644934E7,1.323765882E8,1.295815986E8,7.12032462E7,
40.148,832.73926,+,8725953.769,,,1,7798317.307,8725953.769,4675260.33,5700114.087,6265826.168,3493987.27,
40.161,870.75513,+,1.95523222E8,TG 52:5,TG,7,1.95523222E8,1.178751546E8,1.126785647E8,1.182117168E8,8.61223314E7,1.710629493E8,
40.169,926.78107,+,3338219.069,,,1,2855433.948,3338219.069,2729900.13,3088242.775,2057026.721,2008599.071,
40.173,844.73907,+,8.058833322E7,TG 50:4,TG,11,6.758038582E7,8.058833322E7,5.764484584E7,6.170830842E7,6.378134188E7,4.033699469E7,
40.185,1352.37158,+,1.107770531E7,,,6,9337790.328,1.107770531E7,1.019753825E7,1.035236416E7,1.093048858E7,9637525.529,
40.249,664.60321,+,2843914.176,,,5,2097418.723,2843914.176,1986537.247,1522994.976,1709959.083,1310852.548,
40.285,702.61792,+,1436225.026,,,5,1294169.707,1436225.026,1070966.85,1129683.817,1079417.872,581853.8465,
40.314,649.51978,+,533727.6038,,,1,423577.243,533727.6038,381391.9278,272381.5659,262587.1802,180104.0974,
40.314,682.64954,+,504291.6222,,,1,504291.6222,500522.6654,390431.6539,454788.3245,437834.297,336408.6377,
40.317,948.80103,+,2.576347246E7,TG 58:8,TG,8,1.591430671E7,2.576347246E7,1.836468484E7,1.736154081E7,8353262.731,6297208.829,
40.335,1216.3866,+,3531389.356,,,3,2988369.395,3531389.356,3158826.611,2408110.703,2102247.144,2617485.408,
40.336,908.77087,+,3287692.549,,,5,2068185.251,3287107.458,2552398.072,3287692.549,2814128.857,2123535.47,
40.355,978.8125,+,6673670.214,,,6,6673670.214,6482502.161,6235202.333,3272664.667,6000841.14,3380338.164,
40.358,922.78546,+,4.87146816E8,TG 56:7,TG,12,4.232264865E8,4.506447144E8,3.814317811E8,4.87146816E8,4.144353398E8,2.730422415E8,
40.358,943.71454,+,3365986.455,,,6,2959239.744,3138302.095,1937690.434,3217516.632,3365986.455,2497080.924,
40.36,1006.87952,+,6109495.228,,,6,3875736.642,6109495.228,5291722.034,5737359.033,5135187.089,3859095.013,
40.363,1134.88977,+,519973.8894,,,1,315567.2553,518835.0539,342155.6423,519973.8894,340355.0432,115107.3316,
40.381,850.74921,+,6764082.199,,,2,5736835.02,6764082.199,5382908.915,5595403.607,5523608.704,4486445.886,
40.383,862.78589,+,2802132.006,,,4,2612805.357,2554998.821,2143818.272,2674348.298,2802132.006,2110597.951,
40.383,890.81836,+,1816766.079,,,2,1816766.079,1142314.585,1385430.141,1510114.233,1477507.345,1342491.513,
40.384,794.72351,+,3.632445194E8,TG 46:1,TG,6,3.494521798E8,3.208626636E8,3.045450173E8,3.632445194E8,3.017908671E8,2.556431867E8,
40.385,768.7077,+,8.372453348E7,TG 44:0,TG,6,8.372453348E7,7.289572208E7,7.213152569E7,7.538921125E7,7.1791833E7,6.288653254E7,
40.386,904.83234,+,9922790.803,,,6,9392123.772,9922790.803,8342036.909,9182484.288,8156815.812,6136926.77,
40.386,878.81769,+,5279740.66,,,6,5170558.021,5265434.906,4512119.946,5279740.66,4594817.214,4062301.077,
40.387,876.76569,+,1.02229582E7,,,5,9970298.039,9199474.457,8558662.805,1.02229582E7,9307109.798,7219090.891,
40.39,850.78564,+,3052560.445,,,4,2528967.857,3052560.445,2206507.787,2293751.898,2141623.461,1854787.15,
40.391,1392.6377,+,1207613.655,,,1,1166780.567,1158919.001,982129.5528,1173980.216,1207613.655,873320.6203,
40.392,820.73944,+,5.057082255E8,TG 48:2,TG,12,5.057082255E8,4.991558567E8,4.392044913E8,5.010580063E8,4.37333242E8,3.540841679E8,
40.393,623.5036,+,1593015.023,,,4,1308786.483,1256410.89,1481013.271,1295827.721,1593015.023,918127.1688,
40.395,952.79639,+,9393625.224,,,6,6972407.356,9393625.224,5798605.236,6712461.789,5984086.771,4828549.633,
40.395,808.73944,+,1672625.946,,,1,1650179.828,1619944.067,1537542.294,1672625.946,1614455.2,1415966.191,
40.395,952.83319,+,1461846.969,,,6,1461846.969,1389461.107,1133434.116,1279594.027,1222699.826,911611.3582,
40.396,901.72546,+,4.222375929E7,TG 16:0_18:2_20:4,TG,6,3.336703104E7,3.764636523E7,3.28755253E7,4.132819416E7,4.222375929E7,2.828308252E7,
40.396,980.86359,+,5984665.874,,,6,5984665.874,5856401.858,4574570.693,5625477.844,4984260.394,4012091.472,
40.403,847.75665,+,7.571615454E7,,,3,7.571615454E7,6.737782664E7,6.398002231E7,6.43349099E7,3.666059646E7,3.320299967E7,
40.449,549.5611,+,2594776.398,,,4,1341744.652,2208199.459,2045197.364,1391824.599,2594776.398,2263152.997,
40.461,638.58716,+,6213053.877,,,4,6213053.877,5894370.929,4241307.758,5729521.606,5436158.527,3196143.983,
40.475,972.80164,+,8106044.916,TG 60:10,TG,6,7591832.338,8106044.916,7019622.464,7571526.333,7397566.289,5020501.557,
40.503,676.60291,+,2019552.186,,,6,2019552.186,1785146.258,1859930.649,1973648.635,1760711.324,1336895.781,
40.505,718.97266,+,185096.2854,,,1,37818.53971,147972.7619,79198.57184,59863.97058,97228.21072,185096.2854,
40.531,702.61859,+,763602.8804,,,1,714825.7693,763602.8804,608833.8599,718171.6664,618076.7158,424691.2596,
40.543,715.97443,+,1857851.646,,,2,575225.4612,1857851.646,541191.1258,1466814.816,640687.8994,611898.8118,
40.555,742.65051,+,1368055.954,,,4,1251314.251,1298419.691,1270689.25,1368055.954,1185339.476,1094133.437,
